dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0.6106053149606329,1.567983135966327,1.482406496063001,1.4887469774940063,0.9142954308520632,0.7314516775855946,0.7377726386567731,0.7303117386273125,0.9724415132855176,0.9652121017963896,0.9659922101239268,0.9661821294905164,39.02337598425208,123.21681443363352,119.39849901574873,123.7398474796997,0.9394315570247392,0.9290163313416626,0.9299166211857868,0.929733509290372,0.969242775069662,0.963854932726737,0.9643218452289604,0.9642268972033357,happy
0.4324557086614203,1.0349060698121688,0.9896653543307142,1.035030070060169,0.8936514416103287,0.7274631673671521,0.7362410820023517,0.7288726293614911,0.9782518692066114,0.9708253021558756,0.9715000832808732,0.9710355915697336,27.444635826771744,70.87593775187753,68.06643700787427,70.50939301878815,0.9487557641497152,0.9402848413856494,0.9407442291447128,0.9401646178827576,0.974040945828108,0.9696828560852508,0.96991970242114,0.96962086295766,happy
0.7742372047244143,2.3123566247133254,2.2586122047244226,2.2625085250171204,0.9122557729637044,0.6931668832906868,0.6971997642378988,0.6934412625054271,0.9719033480295712,0.9635555938647656,0.96375734089799,0.9639894436711376,69.69389763779562,245.5795151590384,240.50959645669545,245.3599107198293,0.9381203834429204,0.9266281983491378,0.9274273601037496,0.9267473551377624,0.9685661482020318,0.9626152909387726,0.9630303007194267,0.9626771811660244,happy
1.0134104330708702,2.9913819827640804,2.9635826771653626,3.1141422282845705,0.9217609828684172,0.7174029661889788,0.7179567378812154,0.7071181459778777,0.967023077846037,0.9589316570072792,0.959161524223508,0.9581062900081913,111.50196850393796,405.81065162131983,401.9526328740191,420.57970115941896,0.9282559703425108,0.916035314369656,0.916676989298808,0.9155605727046884,0.9634604145176442,0.9570973379806548,0.957432498559981,0.9568492946669754,happy
0.5696358267716576,1.449562899125845,1.3714320866141805,1.3741707483415448,0.898914010075768,0.7131973981922691,0.7253563058898836,0.7276457543430519,0.9736105276672732,0.9665939364781976,0.9675647116784024,0.9675415011950596,36.87746062992134,105.43282286564938,100.19352854330788,100.1213962427959,0.9412211199910726,0.932485599424718,0.9335980393762594,0.9334435703406022,0.9701655116479212,0.965652939427369,0.9662287717597005,0.9661488344663064,happy
1.045275590551182,3.13695827391668,3.0381397637795358,3.0832661665324586,0.9095833168043468,0.7304085430454526,0.7386149178602884,0.7380830521293374,0.967303131671196,0.9538475549515378,0.9546258376869454,0.9540819748936004,135.1134350393714,405.9221278442719,390.5986712598474,394.3666687333543,0.9208038574158298,0.9078651575990636,0.9089193827191432,0.9081011301709544,0.9595852528128128,0.9528195829216902,0.9533726358141096,0.9529434034458468,happy
0.9258120078740216,2.214892429784953,2.0698818897637894,2.0840721681444228,0.890339957328237,0.7305337460325964,0.7466245531047075,0.7450484269466957,0.9628005916908744,0.953386326245724,0.9546336030513842,0.9546476070650136,77.52965059055171,191.96081592164,179.13644192913495,181.62093124187075,0.9185618589132748,0.9060940352025816,0.9077470074495878,0.9069202159733012,0.9584163285927858,0.951889717983434,0.9527575806308696,0.9523235878488472,happy
0.4964320866141779,1.465930931861915,1.4356545275590684,1.484778969557989,0.9127604227059892,0.745044304322975,0.7523573710841802,0.7433898126784272,0.9726047463218576,0.9631630421235708,0.9630762852914222,0.9629415057654698,36.596825787401634,107.770971541947,103.88558070866183,108.47033294066998,0.9347871653507088,0.9253152499113484,0.9260058982764512,0.9250767941055288,0.9668439198498944,0.961933079746896,0.9622920026044336,0.9618091256094052,happy
1.0524114173228352,3.282782565565259,3.186269685039373,3.188914377828882,0.9129803565287408,0.7051095244678184,0.709180596229842,0.7081703214657978,0.9699436122001625,0.9598111539813606,0.960124074646801,0.960414100316907,145.8633120078755,498.0708041416282,487.47477854331214,492.9011098022392,0.9315780364348882,0.9192421630550373,0.9202138837016992,0.919836620812864,0.9651829030991422,0.958771173458525,0.9592777927700084,0.95908113359239,happy
1.2861712598425232,3.3669787339575707,3.15944881889764,3.2781945563892214,0.9068480665828588,0.7284729947989899,0.7408634180777516,0.7337470523617151,0.965584542653806,0.9572538446594192,0.9585703668102632,0.9579112839479478,176.52066929134028,518.4420608841397,491.05757874016194,508.3720007440192,0.9243488972817888,0.9124792311213266,0.9139703531482362,0.9129529156820648,0.9614306513117776,0.9552377877373396,0.956017966958904,0.9554856962205478,happy
1.14333169291339,2.698617397234885,2.4907726377952804,2.5897451794904542,0.8804179093792497,0.6728811918080287,0.6950103664435586,0.6886698424292379,0.9678086824929498,0.9603188654635272,0.9610613413259258,0.9603945871948516,119.5292814960636,329.470642941298,304.8549458661454,313.5684791369703,0.9306281921890044,0.9194802210052608,0.9206862183866026,0.919955714175233,0.9646907235943571,0.9588953128497714,0.9595239540452352,0.9591432188027152,happy
1.1257381889763802,2.4460288920578663,2.3042568897637863,2.295368590737259,0.875375325168102,0.7129798082562026,0.7320854588498391,0.7380029064279126,0.9667842990118908,0.9579992506544464,0.958544554235691,0.9585992605751008,116.4891732283474,270.32971665944365,250.42507381889988,246.76173352347595,0.9232847289547208,0.9122416363749531,0.9132643221951584,0.912123334879742,0.9608770623522662,0.9551134154512504,0.955648639508872,0.955051482842544,happy
0.6509596456692947,2.0029760059520783,1.911663385826782,1.922995845991762,0.9087345492938,0.7067453816222751,0.7237590216741216,0.7249472448224954,0.9738879602073898,0.9655391875468534,0.9657163088002204,0.9654831177364176,56.67482775590568,183.50573501147645,171.54256889763883,172.11581623163883,0.9416985690050512,0.9306905076703594,0.9319347471702816,0.9314082430013008,0.9704115462034916,0.9647230212192304,0.9653676746039728,0.9650949398900094,happy
0.7283464566929174,1.9043958087916828,1.7842027559055194,1.803459606919276,0.9052503947823194,0.6983856040843789,0.7117857997189869,0.7130914526184934,0.9678010697158976,0.959605451682368,0.9606620558699516,0.9605959826637196,51.198449803149785,164.22357244715124,155.7380659448833,156.2165044330148,0.9297976993170848,0.9173412782314968,0.9185626687293498,0.918291505378402,0.964260182376668,0.957779347361122,0.9584167510688396,0.9582752764098644,happy
0.9988927165354374,2.85907371814754,2.80733267716536,2.886601773203654,0.918914134934029,0.728171171364819,0.7319493060447685,0.7314557050931149,0.9691295452052452,0.9617604321203944,0.96197407232342,0.9614768204330968,119.16326279527624,402.5281170562493,393.92556594488616,397.66433132867695,0.932884496811477,0.9222165775846786,0.922812042340401,0.921740390569932,0.9658594601760014,0.9603210804645904,0.9606310646342856,0.9600731173040584,happy
0.5656988188976431,1.5294190588381742,1.4879429133858344,1.5057350114700756,0.894423050125616,0.6740214661584727,0.6926549181106276,0.7003409451218156,0.9711757097688692,0.9605505789374266,0.961242348759022,0.9613770951353464,40.4122785433072,125.7373674747394,117.64419291338662,115.58534317069024,0.9315782521335618,0.9188859496821752,0.91986040844641,0.9191237750694762,0.9651830148389278,0.9585853898751928,0.959093534774586,0.9587094320332288,happy
0.9265501968504,2.468100936201965,2.4360236220472524,2.5346890693782367,0.9062145345858332,0.7299831462210115,0.7298537568421812,0.707289181367237,0.9655211537434516,0.95596103492852,0.9566227376011668,0.9565694084462798,82.38176673228413,238.99634199269377,237.29822834645933,259.0831421662945,0.9251766466179454,0.91164938123794,0.9132640800071709,0.9124783296997292,0.961861032903374,0.9548033207095272,0.9556485127949348,0.955237315906225,happy
